"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-06","9.17",,,"0.00",,"0.0","0.0","77","97","61",,"  170","  170",,"23.0","31.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-07","8.95",,,"0.05",,"0.0","0.0","79","92","64",,"  340","  360",,"29.1","38.9",,,"    1",,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-08","7.83",,,"0.46",,"0.0","0.0","71","84","63",,"  140","  140",,"30.0","38.0","    1",,"    1",,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-09","9.62",,,"0.00",,"0.0","0.0","73","92","63",,"  170","  160",,"29.1","38.0","    1",,"    1",,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-10","8.95",,,"0.00",,"0.0","0.0","75","84","61",,"  330","  330",,"23.0","28.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-11","7.38",,,"0.00",,"0.0","0.0","73","86","64",,"  310","  300",,"23.9","32.0",,,"    1",,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-12","7.83",,,"0.00",,"0.0","0.0","74","89","56",,"  150","  140",,"16.1","21.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-13","10.51",,,"0.00",,"0.0","0.0","75","88","60",,"   80","   60",,"25.9","33.1",,,"    1",,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-14","10.51",,,"0.00",,"0.0","0.0","72","93","55",,"  170","  170",,"33.1","45.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-15","10.51",,,"0.00",,"0.0","0.0","77","95","61",,"   90","  100",,"29.1","38.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-16","8.50",,,"0.00",,"0.0","0.0","73","90","57",,"  360","  360",,"29.1","36.0","    1","    1",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-17","11.18",,,"0.00",,"0.0","0.0","77","93","63",,"  350","  360",,"31.1","42.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-18","8.28",,,"0.00",,"0.0","0.0","71","95","55",,"  170","  160",,"18.1","25.1","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-19","8.05",,,"0.00",,"0.0","0.0","80","99","61",,"  220","   50",,"14.1","19.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-20","9.62",,,"0.00",,"0.0","0.0","81","98","64",,"   20","   20",,"40.0","55.9",,,"    1",,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-21","9.40",,,"0.00",,"0.0","0.0","73","83","59",,"  170","  180",,"25.9","35.1",,,"    1",,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-22","11.18",,,"0.00",,"0.0","0.0","73","93","57",,"   90","   90",,"33.1","40.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-23","12.75",,,"0.00",,"0.0","0.0","76","92","65",,"  130","  130",,"30.0","38.0",,,,,,,,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-24","9.17",,,"0.00",,"0.0","0.0","70","88","55",,"  210","  200",,"19.9","27.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-25","12.30",,,"0.00",,"0.0","0.0","78","97","63",,"  300","  280",,"25.1","33.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-26","8.72",,,"0.00",,"0.0","0.0","74","80","57",,"   20","   10",,"29.1","38.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-27","9.17",,,"0.00",,"0.0","0.0","66","78","56",,"   60","   60",,"16.1","23.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-28","8.72",,,"0.00",,"0.0","0.0","69","92","51",,"  210","  210",,"18.1","23.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-29","12.53",,,"0.00",,"0.0","0.0","78","94","62",,"   50","   20",,"23.0","30.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-30","7.16",,,"0.00",,"0.0","0.0","70","88","56",,"  140","  150",,"25.9","33.1",,,"    1",,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-08-31","9.62",,,"0.00",,"0.0","0.0","74","91","61",,"   70","  100",,"19.9","25.1","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-01","7.16",,,"0.00",,"0.0","0.0","78","98","64",,"  180","  170",,"17.0","23.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-02","8.50",,,"0.00",,"0.0","0.0","83","100","66",,"   10","  360",,"16.1","23.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-03","10.51",,,"0.00",,"0.0","0.0","76","83","62",,"   40","   20",,"21.0","27.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-04","10.74",,,"0.00",,"0.0","0.0","74","92","61",,"  200","  200",,"32.0","40.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-05","11.63",,,"0.00",,"0.0","0.0","80","98","66",,"  290","  290",,"28.0","36.0",,,"    1",,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-06","10.74",,,"0.14",,"0.0","0.0","75","84","64",,"  150","  140",,"29.1","38.9",,,"    1",,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-07","8.50",,,"0.00",,"0.0","0.0","71","89","60",,"  310","  330",,"21.0","27.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-08","9.84",,,"0.26",,"0.0","0.0","67","79","51",,"  260","  240",,"42.9","57.9","    1",,"    1",,,,,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-09","7.61",,,"0.00",,"0.0","0.0","64","83","54",,"   80","   80",,"14.1","19.0","    1","    1","    1",,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-10","9.62",,,"0.00",,"0.0","0.0","69","89","58",,"  320","  310",,"29.1","36.9",,,,,,,,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-11","9.17",,,"0.00",,"0.0","0.0","69","82","52",,"  350","  340",,"35.1","42.1",,,"    1",,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-12","10.07",,,"0.00",,"0.0","0.0","62","76","48",,"  260","  260",,"19.9","25.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-13","6.71",,,"0.00",,"0.0","0.0","61","81","45",,"  170","  200",,"14.1","17.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-14","8.50",,,"0.00",,"0.0","0.0","69","89","53",,"  170","   80",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-15","10.96",,,"0.00",,"0.0","0.0","72","90","56",,"  140","  140",,"25.1","33.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-16","9.84",,,"0.00",,"0.0","0.0","74","89","61",,"  170","  170",,"23.9","31.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-17","9.62",,,"0.00",,"0.0","0.0","73","88","57",,"  210","  260",,"18.1","25.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-18","13.42",,,"0.00",,"0.0","0.0","67","84","46",,"  100","  110",,"25.9","35.1",,,"    1",,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-19","12.30",,,"0.00",,"0.0","0.0","68","87","53",,"  170","  160",,"35.1","46.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-20","16.55",,,"0.00",,"0.0","0.0","74","88","56",,"  200","  220",,"29.1","40.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-21","15.66",,,"0.01",,"0.0","0.0","66","80","46",,"   30","   30",,"35.1","45.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-22","7.61",,,"0.00",,"0.0","0.0","57","75","40",,"  100","  110",,"16.1","21.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-23","7.61",,,"0.00",,"0.0","0.0","63","82","48",,"   70","   70",,"14.1","19.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-24","6.49",,,"0.00",,"0.0","0.0","68","85","54",,"  300","  330",,"13.0","17.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-25","6.71",,,"0.00",,"0.0","0.0","65","80","49",,"   80","  100",,"15.0","23.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-26","6.93",,,"0.00",,"0.0","0.0","63","89","43",,"  300","  290",,"21.9","28.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-27","12.53",,,"0.00",,"0.0","0.0","66","79","46",,"   40","  360",,"28.0","36.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-28","16.11",,,"0.00",,"0.0","0.0","58","80","41",,"  180","  180",,"36.0","47.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-29","17.90",,,"0.00",,"0.0","0.0","68","89","46",,"  210","  230",,"38.0","49.0","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-09-30","11.41",,,"0.00",,"0.0","0.0","65","76","50",,"   30","   30",,"25.1","32.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-01","10.96",,,"0.05",,"0.0","0.0","52","53","42",,"   20","   80",,"17.0","19.9","    1","    1",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-02","8.50",,,"0.04",,"0.0","0.0","47","65","40",,"  130","   50",,"17.0","21.0","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-03","11.18",,,"0.00",,"0.0","0.0","53","70","44",,"  120","  160",,"21.0","29.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-04","8.72",,,"0.00",,"0.0","0.0","55","81","40",,"   50","   60",,"23.0","29.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-05","11.86",,,"0.00",,"0.0","0.0","55","67","37",,"  120","  120",,"23.9","30.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-06","8.72",,,"0.00",,"0.0","0.0","52","62","40",,"  220","  280",,"16.1","21.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-07","8.50",,,"0.00",,"0.0","0.0","53","78","39",,"  220","  210",,"18.1","23.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-08","8.95",,,"0.00",,"0.0","0.0","62","80","46",,"  200","  210",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-09","15.21",,,"0.01",,"0.0","0.0","63","83","28",,"   40","   30",,"46.1","57.0","    1",,,,,"    1","    1",,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-10","11.86",,,"0.19",,"1.0","0.0","28","29","13",,"   20","   10",,"25.9","36.0","    1","    1",,,,"    1",,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-11","9.17",,,"0.00",,"0.0","0.0","26","50","9",,"  220","  220",,"16.1","21.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-12","7.16",,,"0.00",,"0.0","0.0","43","67","27",,"  210","  200",,"17.0","21.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-13","8.28",,,"0.00",,"0.0","0.0","52","73","35",,"  170","  180",,"18.1","21.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-14","7.83",,,"0.00",,"0.0","0.0","56","75","39",,"  220","  280",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-15","7.61",,,"0.00",,"0.0","0.0","50","59","32",,"   40","   40",,"25.1","30.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-16","8.50",,,"0.00",,"0.0","0.0","52","80","37",,"  210","  210",,"19.9","27.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-17","11.18",,,"0.00",,"0.0","0.0","64","81","51",,"  220","  210",,"18.1","23.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-18","10.51",,,"0.00",,"0.0","0.0","57","63","30",,"   30","   50",,"23.0","29.1",,,"    1",,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-19","7.38",,,"0.00",,"0.0","0.0","45","63","27",,"  200","  190",,"15.0","19.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-20","19.91",,,"0.00",,"0.0","0.0","47","53","33",,"  260","  270",,"38.0","49.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-21","7.16",,,"0.00",,"0.0","0.0","42","53","28",,"   10","   10",,"19.9","31.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-22","12.75",,,"0.00",,"0.0","0.0","44","64","23",,"  290","  300",,"29.1","38.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-23","12.30",,,"0.01",,"0.0","0.0","47","53","31",,"  350","  350",,"36.0","46.1","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-24","6.93",,,"0.00",,"0.0","0.0","35","42","25",,"  220","  210",,"14.1","18.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-25","10.74",,,"0.00",,"0.0","0.0","41","64","28",,"  210","  210",,"18.1","25.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-26","13.42",,,"0.00",,"0.0","0.0","55","76","29",,"   30","   20",,"33.1","45.0","    1",,,,,"    1",,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-27","11.86",,,"0.13",,"1.8","0.0","30","29","17",,"   20","   20",,"21.9","28.0","    1",,,,,"    1",,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-28","5.37",,,"0.22",,"2.0","3.9","18","21","10",,"  130","  150",,"12.1","13.0","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-29","12.30",,,"0.22",,"6.6","5.9","15","18","7",,"  360","   10",,"25.1","30.0","    1","    1",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-30","8.95",,,"0.04",,"1.1","5.1","9","19","3",,"  210","  210",,"17.0","19.0","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-10-31","5.82",,,"0.00",,"0.0","3.9","20","42","7",,"  200","  190",,"16.1","19.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-01","8.95",,,"0.00",,"0.0","3.1","28","34","16",,"   30","   30",,"21.0","23.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-02","6.71",,,"0.00",,"0.0","1.2","27","44","16",,"  170","  170",,"16.1","17.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-03","9.62",,,"0.00",,"0.0","0.0","37","53","23",,"  130","  120",,"23.0","28.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-04","7.61",,,"0.00",,"0.0","0.0","40","50","29",,"   20","   80",,"16.1","21.9",,,,,,,,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-05","6.93",,,"0.00",,"0.0","0.0","40","58","29",,"  240","  230",,"14.1","18.1","    1",,,,,,,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-06","11.41",,,"0.00",,"0.0","0.0","40","60","26",,"   40","   50",,"28.0","32.0","    1","    1",,,,"    1",,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-07","4.70",,,"0.00",,"0.0","0.0","33","49","23",,"   60","  100",,"13.0","17.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-08","7.61",,,"0.00",,"0.0","0.0","43","70","25",,"  200","  210",,"17.0","21.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-09","11.63",,,"0.00",,"0.0","0.0","56","77","39",,"  210","  210",,"18.1","23.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-10","11.63",,,"0.01",,"0.0","0.0","49","66","23",,"   30","   20",,"36.9","47.0","    1","    1",,,,"    1",,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-11","7.38",,,"0.03",,"1.2","1.2","24","24","10",,"   30","   30",,"23.0","32.0","    1",,,,,"    1",,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-12","8.95",,,"0.00",,"0.0","0.0","33","64","16",,"  220","  210",,"18.1","23.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-13","9.84",,,"0.00",,"0.0","0.0","47","55","29",,"   70","   80",,"19.9","25.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-14","8.50",,,"0.00",,"0.0","0.0","38","55","29",,"  220","  220",,"16.1","19.0","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-15","7.16",,,"0.00",,"0.0","0.0","45","67","33",,"  160","  210",,"14.1","19.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-16","9.84",,,"0.00",,"0.0","0.0","50","64","34",,"   20","   10",,"36.9","48.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-17","8.05",,,"0.00",,"0.0","0.0","40","59","23",,"  160","  170",,"19.9","23.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-18","10.74",,,"0.00",,"0.0","0.0","54","67","37",,"  290","  290",,"25.1","34.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-19","9.17",,,"0.00",,"0.0","0.0","47","65","35",,"  180","  130",,"15.0","21.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-20","11.18",,,"0.14",,"0.5","0.0","46","51","29",,"   10","  350",,"21.9","25.9","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-21","8.28",,,"0.04",,"0.0","0.0","28","29","25",,"   10","  350",,"15.0","18.1","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-22","7.61",,,"0.13",,"2.0","1.2","29","32","25",,"  230","  130",,"13.0","17.0","    1","    1",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-23","11.41",,,"0.00",,"0.0","2.0","34","56","27",,"  210","  200",,"18.1","23.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-24","15.21",,,"0.00",,"0.0","0.0","44","64","30",,"  280","  270",,"32.0","42.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-25","11.63",,,"0.12",,"1.0","0.0","42","49","25",,"  290","  290",,"23.9","30.0","    1","    1",,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-26","14.76",,,"0.80",,"8.5","7.1","25","25","1",,"   50","   50",,"30.0","40.0","    1","    1",,,,,,,"    1",,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-27","8.28",,,"0.00",,"0.0","7.9","11","21","-2",,"  170","  170",,"17.0","18.1","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-28","6.04",,,"0.00",,"0.0","7.1","16","23","10",,"  160","  260",,"12.1","13.0","    1","    1",,,,,,"    1",,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-29","7.16",,,"0.04",,"0.5","5.9","19","26","7",,"  260","  260",,"18.1","25.1","    1","    1",,,,"    1",,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-11-30","10.51",,,"0.00",,"0.0","5.9","26","34","8",,"  240","  250",,"23.9","31.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-12-01","9.17",,,"0.00",,"0.0","3.9","18","29","8",,"  160","  160",,"19.9","21.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-12-02","7.61",,,"0.00",,"0.0","3.9","28","46","18",,"  160","  160",,"19.9","21.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-12-03","8.95",,,"0.00",,"0.0","2.0","40","51","27",,"  260","  270",,"21.0","27.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-12-04","7.61",,,"0.00",,"0.0","0.0","39","48","31",,"  210","  200",,"15.0","18.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-12-05","8.28",,,"0.12",,"0.0","0.0","36","41","30",,"  360","   10",,"16.1","21.9","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-12-06","7.61",,,"0.00",,"0.0","0.0","33","43","24",,"  160","  160",,"14.1","14.1","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-12-07","7.61",,,"0.00",,"0.0","0.0","39","58","28",,"  280","  240",,"15.0","23.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-12-08","8.72",,,"0.00",,"0.0","0.0","44","56","34",,"  310","  270",,"21.0","25.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-12-09","8.05",,,"0.00",,"0.0","0.0","33","38","20",,"   20","   10",,"21.0","27.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-12-10","6.49",,,"0.00",,"0.0","0.0","26","40","16",,"  210","  210",,"17.0","23.0",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-12-11","9.62",,,"0.00",,"0.0","0.0","35","51","24",,"  270","  270",,"32.0","42.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-12-12","10.96",,,"0.00",,"0.0","0.0","38","52","28",,"  300","  300",,"25.1","33.1",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-12-13","12.08",,,"0.00",,"0.0","0.0","42","47","24",,"  300","  300",,"31.1","40.9",,,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-12-14","8.72",,,"0.00",,"0.0","0.0","31","37","21",,"  340","  140",,"21.0","25.9","    1",,,,,,,,,,,,,,,,,,,
"USW00003017","DENVER INTERNATIONAL AIRPORT, CO US","2019-12-15","4.25",,,"0.00",,"0.0","0.0","25","31","17",,"  340","  340",,"12.1","14.1","    1","    1",,,,,,,,,,,,,,,,,,
